,(+)-Griseofulvin,(S)-(+)-Camptothecin,Chloramphenicol,Metformin,Cell viability
17052,0.25,0.03125,100.0,512.0,0.998
17053,0.25,0.03125,100.0,256.0,0.997
17054,0.25,0.03125,100.0,128.0,0.999
17055,0.25,0.03125,100.0,64.0,0.998
17056,0.25,0.03125,100.0,32.0,0.999
17057,0.25,0.03125,100.0,16.0,0.999
17058,0.25,0.03125,100.0,8.0,0.999
17059,0.25,0.03125,100.0,4.0,0.999
17060,0.25,0.03125,100.0,2.0,0.999
17061,0.25,0.03125,100.0,1.0,0.999
17062,0.25,0.03125,100.0,0.5,1.0
17063,0.25,0.03125,100.0,0.0,0.999
17064,0.25,0.03125,50.0,512.0,0.994
17065,0.25,0.03125,50.0,256.0,0.999
17066,0.25,0.03125,50.0,128.0,0.998
17067,0.25,0.03125,50.0,64.0,0.999
17068,0.25,0.03125,50.0,32.0,1.0
17069,0.25,0.03125,50.0,16.0,0.999
17070,0.25,0.03125,50.0,8.0,0.999
17071,0.25,0.03125,50.0,4.0,0.999
17072,0.25,0.03125,50.0,2.0,1.0
17073,0.25,0.03125,50.0,1.0,1.0
17074,0.25,0.03125,50.0,0.5,0.999
17075,0.25,0.03125,50.0,0.0,0.999
17076,0.25,0.03125,25.0,512.0,0.995
17077,0.25,0.03125,25.0,256.0,0.996
17078,0.25,0.03125,25.0,128.0,0.999
17079,0.25,0.03125,25.0,64.0,1.0
17080,0.25,0.03125,25.0,32.0,1.0
17081,0.25,0.03125,25.0,16.0,1.0
17082,0.25,0.03125,25.0,8.0,0.999
17083,0.25,0.03125,25.0,4.0,1.0
17084,0.25,0.03125,25.0,2.0,1.0
17085,0.25,0.03125,25.0,1.0,1.0
17086,0.25,0.03125,25.0,0.5,1.0
17087,0.25,0.03125,25.0,0.0,1.0
17088,0.25,0.03125,12.5,512.0,0.998
17089,0.25,0.03125,12.5,256.0,0.998
17090,0.25,0.03125,12.5,128.0,0.999
17091,0.25,0.03125,12.5,64.0,0.999
17092,0.25,0.03125,12.5,32.0,0.999
17093,0.25,0.03125,12.5,16.0,1.0
17094,0.25,0.03125,12.5,8.0,1.0
17095,0.25,0.03125,12.5,4.0,1.0
17096,0.25,0.03125,12.5,2.0,1.0
17097,0.25,0.03125,12.5,1.0,1.0
17098,0.25,0.03125,12.5,0.5,1.0
17099,0.25,0.03125,12.5,0.0,1.0
17100,0.25,0.03125,6.25,512.0,0.994
17101,0.25,0.03125,6.25,256.0,0.997
17102,0.25,0.03125,6.25,128.0,0.998
17103,0.25,0.03125,6.25,64.0,0.999
17104,0.25,0.03125,6.25,32.0,1.0
17105,0.25,0.03125,6.25,16.0,1.0
17106,0.25,0.03125,6.25,8.0,1.0
17107,0.25,0.03125,6.25,4.0,1.0
17108,0.25,0.03125,6.25,2.0,1.0
17109,0.25,0.03125,6.25,1.0,1.0
17110,0.25,0.03125,6.25,0.5,1.0
17111,0.25,0.03125,6.25,0.0,1.0
17112,0.25,0.03125,3.125,512.0,0.997
17113,0.25,0.03125,3.125,256.0,0.998
17114,0.25,0.03125,3.125,128.0,0.999
17115,0.25,0.03125,3.125,64.0,1.0
17116,0.25,0.03125,3.125,32.0,0.999
17117,0.25,0.03125,3.125,16.0,1.0
17118,0.25,0.03125,3.125,8.0,1.0
17119,0.25,0.03125,3.125,4.0,1.0
17120,0.25,0.03125,3.125,2.0,1.0
17121,0.25,0.03125,3.125,1.0,1.0
17122,0.25,0.03125,3.125,0.5,1.0
17123,0.25,0.03125,3.125,0.0,1.0
17124,0.25,0.03125,0.0,512.0,0.996
17125,0.25,0.03125,0.0,256.0,0.998
17126,0.25,0.03125,0.0,128.0,0.998
17127,0.25,0.03125,0.0,64.0,1.0
17128,0.25,0.03125,0.0,32.0,1.0
17129,0.25,0.03125,0.0,16.0,1.0
17130,0.25,0.03125,0.0,8.0,1.0
17131,0.25,0.03125,0.0,4.0,1.0
17132,0.25,0.03125,0.0,2.0,1.0
17133,0.25,0.03125,0.0,1.0,1.0
17134,0.25,0.03125,0.0,0.5,1.0
17135,0.25,0.03125,0.0,0.0,1.0
17136,0.25,0.0,3200.0,512.0,0.994
17137,0.25,0.0,3200.0,256.0,0.967
17138,0.25,0.0,3200.0,128.0,0.978
17139,0.25,0.0,3200.0,64.0,0.996
17140,0.25,0.0,3200.0,32.0,0.969
17141,0.25,0.0,3200.0,16.0,0.992
17142,0.25,0.0,3200.0,8.0,0.978
17143,0.25,0.0,3200.0,4.0,0.975
17144,0.25,0.0,3200.0,2.0,0.977
17145,0.25,0.0,3200.0,1.0,0.994
17146,0.25,0.0,3200.0,0.5,0.988
17147,0.25,0.0,3200.0,0.0,0.975
17148,0.25,0.0,1600.0,512.0,0.976
17149,0.25,0.0,1600.0,256.0,0.993
17150,0.25,0.0,1600.0,128.0,0.982
17151,0.25,0.0,1600.0,64.0,0.994
17152,0.25,0.0,1600.0,32.0,0.99
17153,0.25,0.0,1600.0,16.0,0.99
17154,0.25,0.0,1600.0,8.0,0.991
17155,0.25,0.0,1600.0,4.0,0.993
17156,0.25,0.0,1600.0,2.0,0.987
17157,0.25,0.0,1600.0,1.0,0.989
17158,0.25,0.0,1600.0,0.5,0.998
17159,0.25,0.0,1600.0,0.0,0.992
17160,0.25,0.0,800.0,512.0,0.996
17161,0.25,0.0,800.0,256.0,0.992
17162,0.25,0.0,800.0,128.0,0.995
17163,0.25,0.0,800.0,64.0,0.998
17164,0.25,0.0,800.0,32.0,0.998
17165,0.25,0.0,800.0,16.0,0.996
17166,0.25,0.0,800.0,8.0,0.997
17167,0.25,0.0,800.0,4.0,0.999
17168,0.25,0.0,800.0,2.0,0.998
17169,0.25,0.0,800.0,1.0,0.994
17170,0.25,0.0,800.0,0.5,0.997
17171,0.25,0.0,800.0,0.0,0.999
17172,0.25,0.0,400.0,512.0,0.996
17173,0.25,0.0,400.0,256.0,0.995
17174,0.25,0.0,400.0,128.0,0.998
17175,0.25,0.0,400.0,64.0,0.999
17176,0.25,0.0,400.0,32.0,0.996
17177,0.25,0.0,400.0,16.0,0.995
17178,0.25,0.0,400.0,8.0,0.997
17179,0.25,0.0,400.0,4.0,0.999
17180,0.25,0.0,400.0,2.0,0.997
17181,0.25,0.0,400.0,1.0,0.999
17182,0.25,0.0,400.0,0.5,0.999
17183,0.25,0.0,400.0,0.0,0.998
17184,0.25,0.0,200.0,512.0,0.995
17185,0.25,0.0,200.0,256.0,0.997
17186,0.25,0.0,200.0,128.0,0.999
17187,0.25,0.0,200.0,64.0,0.999
17188,0.25,0.0,200.0,32.0,0.998
17189,0.25,0.0,200.0,16.0,0.999
17190,0.25,0.0,200.0,8.0,0.998
17191,0.25,0.0,200.0,4.0,0.999
17192,0.25,0.0,200.0,2.0,0.999
17193,0.25,0.0,200.0,1.0,0.999
17194,0.25,0.0,200.0,0.5,0.998
17195,0.25,0.0,200.0,0.0,0.999
17196,0.25,0.0,100.0,512.0,0.992
17197,0.25,0.0,100.0,256.0,0.998
17198,0.25,0.0,100.0,128.0,0.997
17199,0.25,0.0,100.0,64.0,0.998
17200,0.25,0.0,100.0,32.0,0.998
17201,0.25,0.0,100.0,16.0,0.998
17202,0.25,0.0,100.0,8.0,0.999
17203,0.25,0.0,100.0,4.0,1.0
17204,0.25,0.0,100.0,2.0,0.999
17205,0.25,0.0,100.0,1.0,0.999
17206,0.25,0.0,100.0,0.5,0.999
17207,0.25,0.0,100.0,0.0,0.999
17208,0.25,0.0,50.0,512.0,0.997
17209,0.25,0.0,50.0,256.0,0.998
17210,0.25,0.0,50.0,128.0,0.998
17211,0.25,0.0,50.0,64.0,0.999
17212,0.25,0.0,50.0,32.0,0.999
17213,0.25,0.0,50.0,16.0,0.999
17214,0.25,0.0,50.0,8.0,0.999
17215,0.25,0.0,50.0,4.0,1.0
17216,0.25,0.0,50.0,2.0,0.999
17217,0.25,0.0,50.0,1.0,0.999
17218,0.25,0.0,50.0,0.5,1.0
17219,0.25,0.0,50.0,0.0,1.0
17220,0.25,0.0,25.0,512.0,0.996
17221,0.25,0.0,25.0,256.0,0.997
17222,0.25,0.0,25.0,128.0,0.998
17223,0.25,0.0,25.0,64.0,0.999
17224,0.25,0.0,25.0,32.0,1.0
17225,0.25,0.0,25.0,16.0,1.0
17226,0.25,0.0,25.0,8.0,1.0
17227,0.25,0.0,25.0,4.0,1.0
17228,0.25,0.0,25.0,2.0,1.0
17229,0.25,0.0,25.0,1.0,1.0
17230,0.25,0.0,25.0,0.5,1.0
17231,0.25,0.0,25.0,0.0,1.0
17232,0.25,0.0,12.5,512.0,0.994
17233,0.25,0.0,12.5,256.0,0.997
17234,0.25,0.0,12.5,128.0,0.999
17235,0.25,0.0,12.5,64.0,1.0
17236,0.25,0.0,12.5,32.0,1.0
17237,0.25,0.0,12.5,16.0,1.0
17238,0.25,0.0,12.5,8.0,1.0
17239,0.25,0.0,12.5,4.0,1.0
17240,0.25,0.0,12.5,2.0,1.0
17241,0.25,0.0,12.5,1.0,1.0
17242,0.25,0.0,12.5,0.5,1.0
17243,0.25,0.0,12.5,0.0,1.0
17244,0.25,0.0,6.25,512.0,0.998
17245,0.25,0.0,6.25,256.0,0.997
17246,0.25,0.0,6.25,128.0,0.999
17247,0.25,0.0,6.25,64.0,0.999
17248,0.25,0.0,6.25,32.0,1.0
17249,0.25,0.0,6.25,16.0,1.0
17250,0.25,0.0,6.25,8.0,1.0
17251,0.25,0.0,6.25,4.0,1.0
17252,0.25,0.0,6.25,2.0,1.0
17253,0.25,0.0,6.25,1.0,1.0
17254,0.25,0.0,6.25,0.5,1.0
17255,0.25,0.0,6.25,0.0,1.0
17256,0.25,0.0,3.125,512.0,0.996
17257,0.25,0.0,3.125,256.0,0.997
17258,0.25,0.0,3.125,128.0,0.999
17259,0.25,0.0,3.125,64.0,1.0
17260,0.25,0.0,3.125,32.0,1.0
17261,0.25,0.0,3.125,16.0,1.0
17262,0.25,0.0,3.125,8.0,1.0
17263,0.25,0.0,3.125,4.0,1.0
17264,0.25,0.0,3.125,2.0,1.0
17265,0.25,0.0,3.125,1.0,1.0
17266,0.25,0.0,3.125,0.5,1.0
17267,0.25,0.0,3.125,0.0,1.0
17268,0.25,0.0,0.0,512.0,0.995
17269,0.25,0.0,0.0,256.0,0.999
17270,0.25,0.0,0.0,128.0,0.999
17271,0.25,0.0,0.0,64.0,0.999
17272,0.25,0.0,0.0,32.0,1.0
17273,0.25,0.0,0.0,16.0,1.0
17274,0.25,0.0,0.0,8.0,1.0
17275,0.25,0.0,0.0,4.0,1.0
17276,0.25,0.0,0.0,2.0,1.0
17277,0.25,0.0,0.0,1.0,1.0
17278,0.25,0.0,0.0,0.5,1.0
17279,0.25,0.0,0.0,0.0,1.0
17280,0.125,32.0,3200.0,512.0,0.978
17281,0.125,32.0,3200.0,256.0,0.991
17282,0.125,32.0,3200.0,128.0,0.98
17283,0.125,32.0,3200.0,64.0,0.969
17284,0.125,32.0,3200.0,32.0,0.975
17285,0.125,32.0,3200.0,16.0,0.982
17286,0.125,32.0,3200.0,8.0,0.971
17287,0.125,32.0,3200.0,4.0,0.984
17288,0.125,32.0,3200.0,2.0,0.995
17289,0.125,32.0,3200.0,1.0,0.984
17290,0.125,32.0,3200.0,0.5,0.979
17291,0.125,32.0,3200.0,0.0,0.985
17292,0.125,32.0,1600.0,512.0,0.986
17293,0.125,32.0,1600.0,256.0,0.983
17294,0.125,32.0,1600.0,128.0,0.985
17295,0.125,32.0,1600.0,64.0,0.997
17296,0.125,32.0,1600.0,32.0,0.998
17297,0.125,32.0,1600.0,16.0,0.993
17298,0.125,32.0,1600.0,8.0,0.987
17299,0.125,32.0,1600.0,4.0,0.995
17300,0.125,32.0,1600.0,2.0,0.997
17301,0.125,32.0,1600.0,1.0,0.999
17302,0.125,32.0,1600.0,0.5,0.993
17303,0.125,32.0,1600.0,0.0,0.986
17304,0.125,32.0,800.0,512.0,0.989
17305,0.125,32.0,800.0,256.0,0.997
17306,0.125,32.0,800.0,128.0,0.998
17307,0.125,32.0,800.0,64.0,0.994
17308,0.125,32.0,800.0,32.0,0.991
17309,0.125,32.0,800.0,16.0,0.991
17310,0.125,32.0,800.0,8.0,0.997
17311,0.125,32.0,800.0,4.0,0.992
17312,0.125,32.0,800.0,2.0,0.996
17313,0.125,32.0,800.0,1.0,0.991
17314,0.125,32.0,800.0,0.5,0.997
17315,0.125,32.0,800.0,0.0,0.991
17316,0.125,32.0,400.0,512.0,0.997
17317,0.125,32.0,400.0,256.0,0.997
17318,0.125,32.0,400.0,128.0,0.997
17319,0.125,32.0,400.0,64.0,0.994
17320,0.125,32.0,400.0,32.0,0.997
17321,0.125,32.0,400.0,16.0,1.0
17322,0.125,32.0,400.0,8.0,0.998
17323,0.125,32.0,400.0,4.0,0.997
17324,0.125,32.0,400.0,2.0,0.996
17325,0.125,32.0,400.0,1.0,0.996
17326,0.125,32.0,400.0,0.5,0.999
17327,0.125,32.0,400.0,0.0,0.995
17328,0.125,32.0,200.0,512.0,0.994
17329,0.125,32.0,200.0,256.0,0.995
17330,0.125,32.0,200.0,128.0,0.997
17331,0.125,32.0,200.0,64.0,0.998
17332,0.125,32.0,200.0,32.0,0.999
17333,0.125,32.0,200.0,16.0,0.998
17334,0.125,32.0,200.0,8.0,0.999
17335,0.125,32.0,200.0,4.0,1.0
17336,0.125,32.0,200.0,2.0,0.997
17337,0.125,32.0,200.0,1.0,0.999
17338,0.125,32.0,200.0,0.5,0.998
17339,0.125,32.0,200.0,0.0,0.997
17340,0.125,32.0,100.0,512.0,0.994
17341,0.125,32.0,100.0,256.0,0.996
17342,0.125,32.0,100.0,128.0,0.998
17343,0.125,32.0,100.0,64.0,0.998
17344,0.125,32.0,100.0,32.0,0.999
17345,0.125,32.0,100.0,16.0,0.999
17346,0.125,32.0,100.0,8.0,0.999
17347,0.125,32.0,100.0,4.0,0.999
17348,0.125,32.0,100.0,2.0,0.999
17349,0.125,32.0,100.0,1.0,0.998
17350,0.125,32.0,100.0,0.5,0.999
17351,0.125,32.0,100.0,0.0,0.999
17352,0.125,32.0,50.0,512.0,0.993
17353,0.125,32.0,50.0,256.0,0.996
17354,0.125,32.0,50.0,128.0,0.999
17355,0.125,32.0,50.0,64.0,0.998
17356,0.125,32.0,50.0,32.0,0.998
17357,0.125,32.0,50.0,16.0,0.999
17358,0.125,32.0,50.0,8.0,0.999
17359,0.125,32.0,50.0,4.0,1.0
17360,0.125,32.0,50.0,2.0,0.999
17361,0.125,32.0,50.0,1.0,0.999
17362,0.125,32.0,50.0,0.5,0.999
17363,0.125,32.0,50.0,0.0,1.0
17364,0.125,32.0,25.0,512.0,0.997
17365,0.125,32.0,25.0,256.0,0.998
17366,0.125,32.0,25.0,128.0,0.998
17367,0.125,32.0,25.0,64.0,1.0
17368,0.125,32.0,25.0,32.0,0.999
17369,0.125,32.0,25.0,16.0,0.999
17370,0.125,32.0,25.0,8.0,0.999
17371,0.125,32.0,25.0,4.0,0.999
17372,0.125,32.0,25.0,2.0,1.0
17373,0.125,32.0,25.0,1.0,0.999
17374,0.125,32.0,25.0,0.5,0.999
17375,0.125,32.0,25.0,0.0,0.999
17376,0.125,32.0,12.5,512.0,0.995
17377,0.125,32.0,12.5,256.0,0.998
17378,0.125,32.0,12.5,128.0,1.0
17379,0.125,32.0,12.5,64.0,0.999
17380,0.125,32.0,12.5,32.0,0.999
17381,0.125,32.0,12.5,16.0,0.999
17382,0.125,32.0,12.5,8.0,1.0
17383,0.125,32.0,12.5,4.0,0.999
17384,0.125,32.0,12.5,2.0,1.0
17385,0.125,32.0,12.5,1.0,1.0
17386,0.125,32.0,12.5,0.5,1.0
17387,0.125,32.0,12.5,0.0,1.0
17388,0.125,32.0,6.25,512.0,0.994
17389,0.125,32.0,6.25,256.0,0.998
17390,0.125,32.0,6.25,128.0,0.999
17391,0.125,32.0,6.25,64.0,1.0
17392,0.125,32.0,6.25,32.0,0.999
17393,0.125,32.0,6.25,16.0,1.0
17394,0.125,32.0,6.25,8.0,1.0
17395,0.125,32.0,6.25,4.0,1.0
17396,0.125,32.0,6.25,2.0,1.0
17397,0.125,32.0,6.25,1.0,1.0
17398,0.125,32.0,6.25,0.5,1.0
17399,0.125,32.0,6.25,0.0,1.0
17400,0.125,32.0,3.125,512.0,0.997
17401,0.125,32.0,3.125,256.0,0.998
17402,0.125,32.0,3.125,128.0,0.999
17403,0.125,32.0,3.125,64.0,0.999
17404,0.125,32.0,3.125,32.0,0.999
17405,0.125,32.0,3.125,16.0,0.999
17406,0.125,32.0,3.125,8.0,0.999
17407,0.125,32.0,3.125,4.0,1.0
17408,0.125,32.0,3.125,2.0,1.0
17409,0.125,32.0,3.125,1.0,1.0
17410,0.125,32.0,3.125,0.5,0.999
17411,0.125,32.0,3.125,0.0,0.999
17412,0.125,32.0,0.0,512.0,0.994
17413,0.125,32.0,0.0,256.0,0.997
17414,0.125,32.0,0.0,128.0,0.998
17415,0.125,32.0,0.0,64.0,0.999
17416,0.125,32.0,0.0,32.0,1.0
17417,0.125,32.0,0.0,16.0,0.999
17418,0.125,32.0,0.0,8.0,1.0
17419,0.125,32.0,0.0,4.0,1.0
17420,0.125,32.0,0.0,2.0,0.999
17421,0.125,32.0,0.0,1.0,1.0
17422,0.125,32.0,0.0,0.5,1.0
17423,0.125,32.0,0.0,0.0,1.0
17424,0.125,16.0,3200.0,512.0,0.965
17425,0.125,16.0,3200.0,256.0,0.985
17426,0.125,16.0,3200.0,128.0,0.974
17427,0.125,16.0,3200.0,64.0,0.996
17428,0.125,16.0,3200.0,32.0,0.977
17429,0.125,16.0,3200.0,16.0,0.994
17430,0.125,16.0,3200.0,8.0,0.987
17431,0.125,16.0,3200.0,4.0,0.966
17432,0.125,16.0,3200.0,2.0,0.967
17433,0.125,16.0,3200.0,1.0,0.995
17434,0.125,16.0,3200.0,0.5,0.994
17435,0.125,16.0,3200.0,0.0,0.993
17436,0.125,16.0,1600.0,512.0,0.994
17437,0.125,16.0,1600.0,256.0,0.989
17438,0.125,16.0,1600.0,128.0,0.992
17439,0.125,16.0,1600.0,64.0,0.984
17440,0.125,16.0,1600.0,32.0,0.985
17441,0.125,16.0,1600.0,16.0,0.987
17442,0.125,16.0,1600.0,8.0,0.994
17443,0.125,16.0,1600.0,4.0,0.983
17444,0.125,16.0,1600.0,2.0,0.987
17445,0.125,16.0,1600.0,1.0,0.989
17446,0.125,16.0,1600.0,0.5,0.997
17447,0.125,16.0,1600.0,0.0,0.993
17448,0.125,16.0,800.0,512.0,0.986
17449,0.125,16.0,800.0,256.0,0.992
17450,0.125,16.0,800.0,128.0,0.992
17451,0.125,16.0,800.0,64.0,0.993
17452,0.125,16.0,800.0,32.0,0.997
17453,0.125,16.0,800.0,16.0,0.991
17454,0.125,16.0,800.0,8.0,0.992
17455,0.125,16.0,800.0,4.0,0.999
17456,0.125,16.0,800.0,2.0,0.992
17457,0.125,16.0,800.0,1.0,0.992
17458,0.125,16.0,800.0,0.5,0.996
17459,0.125,16.0,800.0,0.0,0.997
17460,0.125,16.0,400.0,512.0,0.996
17461,0.125,16.0,400.0,256.0,0.993
17462,0.125,16.0,400.0,128.0,0.999
17463,0.125,16.0,400.0,64.0,0.996
17464,0.125,16.0,400.0,32.0,0.997
17465,0.125,16.0,400.0,16.0,0.996
17466,0.125,16.0,400.0,8.0,0.997
17467,0.125,16.0,400.0,4.0,0.999
17468,0.125,16.0,400.0,2.0,0.997
17469,0.125,16.0,400.0,1.0,0.996
17470,0.125,16.0,400.0,0.5,0.996
17471,0.125,16.0,400.0,0.0,0.999
17472,0.125,16.0,200.0,512.0,0.991
17473,0.125,16.0,200.0,256.0,0.996
17474,0.125,16.0,200.0,128.0,0.998
17475,0.125,16.0,200.0,64.0,0.998
17476,0.125,16.0,200.0,32.0,0.997
17477,0.125,16.0,200.0,16.0,0.999
17478,0.125,16.0,200.0,8.0,0.999
17479,0.125,16.0,200.0,4.0,0.998
17480,0.125,16.0,200.0,2.0,1.0
17481,0.125,16.0,200.0,1.0,0.998
17482,0.125,16.0,200.0,0.5,0.998
17483,0.125,16.0,200.0,0.0,0.999
17484,0.125,16.0,100.0,512.0,0.992
17485,0.125,16.0,100.0,256.0,0.996
17486,0.125,16.0,100.0,128.0,0.999
17487,0.125,16.0,100.0,64.0,0.998
17488,0.125,16.0,100.0,32.0,0.999
17489,0.125,16.0,100.0,16.0,0.999
17490,0.125,16.0,100.0,8.0,0.999
17491,0.125,16.0,100.0,4.0,0.999
17492,0.125,16.0,100.0,2.0,0.999
17493,0.125,16.0,100.0,1.0,0.999
17494,0.125,16.0,100.0,0.5,1.0
17495,0.125,16.0,100.0,0.0,0.999
17496,0.125,16.0,50.0,512.0,0.996
17497,0.125,16.0,50.0,256.0,0.999
17498,0.125,16.0,50.0,128.0,0.999
17499,0.125,16.0,50.0,64.0,0.998
17500,0.125,16.0,50.0,32.0,1.0
17501,0.125,16.0,50.0,16.0,0.999
17502,0.125,16.0,50.0,8.0,0.999
17503,0.125,16.0,50.0,4.0,0.999
17504,0.125,16.0,50.0,2.0,1.0
17505,0.125,16.0,50.0,1.0,1.0
17506,0.125,16.0,50.0,0.5,0.999
17507,0.125,16.0,50.0,0.0,1.0
17508,0.125,16.0,25.0,512.0,0.994
17509,0.125,16.0,25.0,256.0,0.997
17510,0.125,16.0,25.0,128.0,0.998
17511,0.125,16.0,25.0,64.0,0.999
17512,0.125,16.0,25.0,32.0,0.999
17513,0.125,16.0,25.0,16.0,0.999
17514,0.125,16.0,25.0,8.0,1.0
17515,0.125,16.0,25.0,4.0,1.0
17516,0.125,16.0,25.0,2.0,1.0
17517,0.125,16.0,25.0,1.0,0.999
17518,0.125,16.0,25.0,0.5,0.999
17519,0.125,16.0,25.0,0.0,1.0
17520,0.125,16.0,12.5,512.0,0.998
17521,0.125,16.0,12.5,256.0,0.998
17522,0.125,16.0,12.5,128.0,0.999
17523,0.125,16.0,12.5,64.0,1.0
17524,0.125,16.0,12.5,32.0,0.999
17525,0.125,16.0,12.5,16.0,1.0
17526,0.125,16.0,12.5,8.0,1.0
17527,0.125,16.0,12.5,4.0,0.999
17528,0.125,16.0,12.5,2.0,1.0
17529,0.125,16.0,12.5,1.0,1.0
17530,0.125,16.0,12.5,0.5,1.0
17531,0.125,16.0,12.5,0.0,1.0
17532,0.125,16.0,6.25,512.0,0.993
17533,0.125,16.0,6.25,256.0,0.999
17534,0.125,16.0,6.25,128.0,0.998
17535,0.125,16.0,6.25,64.0,0.999
17536,0.125,16.0,6.25,32.0,0.999
17537,0.125,16.0,6.25,16.0,1.0
17538,0.125,16.0,6.25,8.0,1.0
17539,0.125,16.0,6.25,4.0,1.0
17540,0.125,16.0,6.25,2.0,1.0
17541,0.125,16.0,6.25,1.0,1.0
17542,0.125,16.0,6.25,0.5,1.0
17543,0.125,16.0,6.25,0.0,1.0
17544,0.125,16.0,3.125,512.0,0.997
17545,0.125,16.0,3.125,256.0,0.998
17546,0.125,16.0,3.125,128.0,0.999
17547,0.125,16.0,3.125,64.0,0.999
17548,0.125,16.0,3.125,32.0,1.0
17549,0.125,16.0,3.125,16.0,1.0
17550,0.125,16.0,3.125,8.0,1.0
17551,0.125,16.0,3.125,4.0,1.0
17552,0.125,16.0,3.125,2.0,1.0
17553,0.125,16.0,3.125,1.0,1.0
17554,0.125,16.0,3.125,0.5,1.0
17555,0.125,16.0,3.125,0.0,1.0
17556,0.125,16.0,0.0,512.0,0.997
17557,0.125,16.0,0.0,256.0,0.997
17558,0.125,16.0,0.0,128.0,0.999
17559,0.125,16.0,0.0,64.0,0.999
17560,0.125,16.0,0.0,32.0,0.999
17561,0.125,16.0,0.0,16.0,1.0
17562,0.125,16.0,0.0,8.0,1.0
17563,0.125,16.0,0.0,4.0,1.0
17564,0.125,16.0,0.0,2.0,1.0
17565,0.125,16.0,0.0,1.0,1.0
17566,0.125,16.0,0.0,0.5,1.0
17567,0.125,16.0,0.0,0.0,1.0
17568,0.125,8.0,3200.0,512.0,0.98
17569,0.125,8.0,3200.0,256.0,0.987
17570,0.125,8.0,3200.0,128.0,0.969
17571,0.125,8.0,3200.0,64.0,0.997
17572,0.125,8.0,3200.0,32.0,0.997
17573,0.125,8.0,3200.0,16.0,0.996
17574,0.125,8.0,3200.0,8.0,0.969
17575,0.125,8.0,3200.0,4.0,0.996
17576,0.125,8.0,3200.0,2.0,0.972
17577,0.125,8.0,3200.0,1.0,0.983
17578,0.125,8.0,3200.0,0.5,0.994
17579,0.125,8.0,3200.0,0.0,0.986
17580,0.125,8.0,1600.0,512.0,0.983
17581,0.125,8.0,1600.0,256.0,0.984
17582,0.125,8.0,1600.0,128.0,0.989
17583,0.125,8.0,1600.0,64.0,0.997
17584,0.125,8.0,1600.0,32.0,0.999
17585,0.125,8.0,1600.0,16.0,0.995
17586,0.125,8.0,1600.0,8.0,0.992
17587,0.125,8.0,1600.0,4.0,0.996
17588,0.125,8.0,1600.0,2.0,0.99
17589,0.125,8.0,1600.0,1.0,0.999
17590,0.125,8.0,1600.0,0.5,0.983
17591,0.125,8.0,1600.0,0.0,0.987
17592,0.125,8.0,800.0,512.0,0.989
17593,0.125,8.0,800.0,256.0,0.998
17594,0.125,8.0,800.0,128.0,0.99
17595,0.125,8.0,800.0,64.0,0.994
17596,0.125,8.0,800.0,32.0,0.997
17597,0.125,8.0,800.0,16.0,0.999
17598,0.125,8.0,800.0,8.0,0.997
17599,0.125,8.0,800.0,4.0,0.992
17600,0.125,8.0,800.0,2.0,0.991
17601,0.125,8.0,800.0,1.0,0.993
17602,0.125,8.0,800.0,0.5,0.998
17603,0.125,8.0,800.0,0.0,0.993
17604,0.125,8.0,400.0,512.0,0.996
17605,0.125,8.0,400.0,256.0,0.996
17606,0.125,8.0,400.0,128.0,0.996
17607,0.125,8.0,400.0,64.0,0.997
17608,0.125,8.0,400.0,32.0,0.996
17609,0.125,8.0,400.0,16.0,0.998
17610,0.125,8.0,400.0,8.0,0.998
17611,0.125,8.0,400.0,4.0,0.997
17612,0.125,8.0,400.0,2.0,0.998
17613,0.125,8.0,400.0,1.0,0.997
17614,0.125,8.0,400.0,0.5,0.996
17615,0.125,8.0,400.0,0.0,0.997
17616,0.125,8.0,200.0,512.0,0.998
17617,0.125,8.0,200.0,256.0,0.998
17618,0.125,8.0,200.0,128.0,0.999
17619,0.125,8.0,200.0,64.0,0.999
17620,0.125,8.0,200.0,32.0,0.998
17621,0.125,8.0,200.0,16.0,0.998
17622,0.125,8.0,200.0,8.0,0.999
17623,0.125,8.0,200.0,4.0,0.998
17624,0.125,8.0,200.0,2.0,0.999
17625,0.125,8.0,200.0,1.0,1.0
17626,0.125,8.0,200.0,0.5,0.999
17627,0.125,8.0,200.0,0.0,0.999
17628,0.125,8.0,100.0,512.0,0.996
17629,0.125,8.0,100.0,256.0,0.997
17630,0.125,8.0,100.0,128.0,0.997
17631,0.125,8.0,100.0,64.0,0.999
17632,0.125,8.0,100.0,32.0,1.0
17633,0.125,8.0,100.0,16.0,0.999
17634,0.125,8.0,100.0,8.0,0.999
17635,0.125,8.0,100.0,4.0,0.999
17636,0.125,8.0,100.0,2.0,0.999
17637,0.125,8.0,100.0,1.0,0.999
17638,0.125,8.0,100.0,0.5,1.0
17639,0.125,8.0,100.0,0.0,0.999
17640,0.125,8.0,50.0,512.0,0.998
17641,0.125,8.0,50.0,256.0,0.997
17642,0.125,8.0,50.0,128.0,0.998
17643,0.125,8.0,50.0,64.0,0.999
17644,0.125,8.0,50.0,32.0,0.999
17645,0.125,8.0,50.0,16.0,0.999
17646,0.125,8.0,50.0,8.0,0.999
17647,0.125,8.0,50.0,4.0,0.999
17648,0.125,8.0,50.0,2.0,1.0
17649,0.125,8.0,50.0,1.0,1.0
